date,session_id,source,medium,campaign,device,sessions,engaged,page_views,duration_seconds,event_name,key_event_click_whatsapp
2026-07-01,100027,google,cpc,Remarketing_Site,mobile,1,1,4,60.0,no_key_event,0
2026-07-01,100026,google,cpc,Remarketing_Site,mobile,1,0,1,20.0,no_key_event,0
2026-07-01,100025,google,organic,(not set),tablet,1,0,1,4.0,no_key_event,0
2026-07-01,100023,google,cpc,Pesquisa_Implantes,mobile,1,0,2,81.0,no_key_event,0
2026-07-01,100022,google,maps,(not set),tablet,1,1,1,71.0,no_key_event,0
2026-07-01,100024,google,organic,(not set),mobile,1,1,2,88.0,no_key_event,0
2026-07-01,100021,google,cpc,Remarketing_Site,mobile,1,0,2,42.0,no_key_event,0
2026-07-01,100020,facebook,cpc,FB_Implantes_Video,desktop,1,0,1,3.0,no_key_event,0
2026-07-01,100019,(direct),(none),(not set),mobile,1,1,1,74.0,no_key_event,0
2026-07-01,100018,google,cpc,Remarketing_Site,mobile,1,1,3,104.0,no_key_event,0
2026-07-01,100017,google,cpc,Pesquisa_Ortodontia,mobile,1,0,2,7.0,no_key_event,0
2026-07-02,100108,google,organic,(not set),mobile,1,0,1,3.0,no_key_event,0
2026-07-02,100111,google,cpc,Remarketing_Site,desktop,1,0,2,5.0,no_key_event,0
2026-07-02,100113,google,cpc,Pesquisa_Clareamento,mobile,1,1,3,23.0,no_key_event,0
2026-07-02,100110,facebook,cpc,FB_Promo_Avaliacao,tablet,1,0,4,14.0,no_key_event,0
2026-07-02,100109,google,cpc,Pesquisa_Implantes,mobile,1,1,2,84.0,no_key_event,0
2026-07-02,100112,google,cpc,Pesquisa_Implantes,mobile,1,0,1,34.0,no_key_event,0
2026-07-02,100107,google,cpc,Pesquisa_Ortodontia,mobile,1,1,4,51.0,no_key_event,0
2026-07-02,100101,google,organic,(not set),mobile,1,0,1,19.0,no_key_event,0
2026-07-02,100105,facebook,cpc,FB_Implantes_Video,mobile,1,1,2,55.0,no_key_event,0
2026-07-02,100104,(direct),(none),(not set),mobile,1,1,4,92.0,no_key_event,0
2026-07-02,100103,google,cpc,Pesquisa_Clareamento,mobile,1,1,3,74.0,no_key_event,0
2026-07-02,100102,google,cpc,Pesquisa_Implantes,desktop,1,1,1,29.0,no_key_event,0
2026-07-02,100100,google,organic,(not set),mobile,1,1,2,37.0,no_key_event,0
2026-07-02,100114,facebook,cpc,FB_Implantes_Video,mobile,1,0,1,11.0,no_key_event,0
2026-07-02,100099,google,cpc,Remarketing_Site,mobile,1,1,1,103.0,no_key_event,0
2026-07-02,100106,google,organic,(not set),mobile,1,1,1,44.0,no_key_event,0
2026-07-02,100115,google,cpc,Pesquisa_Ortodontia,mobile,1,0,1,3.0,no_key_event,0
2026-07-02,100130,google,maps,(not set),mobile,1,1,1,82.0,no_key_event,0
2026-07-02,100117,facebook,cpc,FB_Implantes_Video,mobile,1,1,2,81.0,no_key_event,0
2026-07-02,100098,google,cpc,Pesquisa_Ortodontia,mobile,1,1,1,92.0,no_key_event,0
2026-07-02,100133,instagram,social,(not set),mobile,1,0,2,11.0,no_key_event,0
2026-07-02,100132,google,cpc,Pesquisa_Clareamento,mobile,1,0,3,23.0,no_key_event,0
2026-07-02,100131,google,organic,(not set),mobile,1,0,1,17.0,no_key_event,0
2026-07-02,100129,google,cpc,Pesquisa_Implantes,mobile,1,0,2,3.0,click_whatsapp,1
2026-07-02,100128,google,cpc,Pesquisa_Ortodontia,mobile,1,0,1,61.0,no_key_event,0
2026-07-02,100127,google,cpc,Pesquisa_Clareamento,mobile,1,1,4,61.0,no_key_event,0
2026-07-02,100116,facebook,cpc,FB_Promo_Avaliacao,mobile,1,0,2,9.0,no_key_event,0
2026-07-02,100126,google,cpc,Pesquisa_Implantes,mobile,1,0,1,33.0,no_key_event,0
2026-07-02,100124,instagram,social,(not set),desktop,1,0,4,67.0,no_key_event,0
2026-07-02,100123,instagram,social,(not set),desktop,1,1,2,36.0,no_key_event,0
2026-07-02,100122,instagram,social,(not set),mobile,1,0,3,86.0,no_key_event,0
2026-07-02,100121,google,cpc,Pesquisa_Ortodontia,mobile,1,0,2,24.0,no_key_event,0
2026-07-02,100120,google,organic,(not set),mobile,1,0,2,16.0,no_key_event,0
2026-07-02,100119,google,organic,(not set),mobile,1,1,2,70.0,no_key_event,0
2026-07-02,100118,google,cpc,Pesquisa_Ortodontia,desktop,1,1,1,78.0,no_key_event,0
2026-07-02,100125,google,maps,(not set),desktop,1,0,1,83.0,no_key_event,0
2026-07-02,100097,google,cpc,Pesquisa_Ortodontia,mobile,1,0,3,11.0,no_key_event,0
2026-07-02,100081,(direct),(none),(not set),desktop,1,1,2,70.0,no_key_event,0
2026-07-02,100095,google,cpc,Remarketing_Site,desktop,1,1,2,63.0,no_key_event,0
2026-07-02,100074,google,maps,(not set),mobile,1,0,2,44.0,no_key_event,0
2026-07-02,100073,google,maps,(not set),mobile,1,0,1,21.0,no_key_event,0
2026-07-02,100072,facebook,cpc,FB_Implantes_Video,desktop,1,0,2,3.0,no_key_event,0
2026-07-02,100071,instagram,social,(not set),mobile,1,0,1,56.0,no_key_event,0
2026-07-02,100070,google,organic,(not set),mobile,1,1,2,65.0,no_key_event,0
2026-07-02,100069,google,cpc,Pesquisa_Ortodontia,mobile,1,0,2,27.0,no_key_event,0
2026-07-02,100068,facebook,cpc,FB_Promo_Avaliacao,mobile,1,0,1,22.0,no_key_event,0
2026-07-02,100067,google,maps,(not set),mobile,1,1,2,72.0,no_key_event,0
2026-07-02,100066,google,maps,(not set),desktop,1,0,1,26.0,no_key_event,0
2026-07-02,100065,google,organic,(not set),mobile,1,1,1,33.0,no_key_event,0
2026-07-02,100096,instagram,social,(not set),mobile,1,0,2,3.0,no_key_event,0
2026-07-02,100063,google,cpc,Pesquisa_Implantes,mobile,1,0,2,14.0,no_key_event,0
2026-07-02,100062,(direct),(none),(not set),mobile,1,1,1,31.0,no_key_event,0
2026-07-02,100061,google,cpc,Remarketing_Site,desktop,1,0,2,32.0,no_key_event,0
2026-07-02,100060,google,cpc,Remarketing_Site,desktop,1,0,2,18.0,no_key_event,0
2026-07-02,100075,instagram,social,(not set),mobile,1,0,2,17.0,no_key_event,0
2026-07-02,100076,instagram,social,(not set),mobile,1,0,1,44.0,no_key_event,0
2026-07-02,100064,google,cpc,Remarketing_Site,desktop,1,0,1,41.0,no_key_event,0
2026-07-02,100078,facebook,cpc,FB_Implantes_Video,mobile,1,1,1,79.0,no_key_event,0
2026-07-02,100077,google,organic,(not set),mobile,1,0,4,3.0,no_key_event,0
2026-07-02,100094,google,organic,(not set),mobile,1,1,2,63.0,no_key_event,0
2026-07-02,100093,google,organic,(not set),mobile,1,1,3,54.0,no_key_event,0
2026-07-02,100091,google,cpc,Pesquisa_Implantes,mobile,1,1,3,58.0,no_key_event,0
2026-07-02,100090,google,cpc,Pesquisa_Ortodontia,mobile,1,1,2,86.0,no_key_event,0
2026-07-02,100089,facebook,cpc,FB_Implantes_Video,mobile,1,0,4,3.0,no_key_event,0
2026-07-02,100088,google,organic,(not set),mobile,1,1,3,83.0,no_key_event,0
2026-07-02,100087,google,organic,(not set),mobile,1,1,2,63.0,no_key_event,0
2026-07-02,100092,google,cpc,Remarketing_Site,mobile,1,1,1,58.0,no_key_event,0
2026-07-02,100085,google,organic,(not set),mobile,1,1,3,107.0,click_whatsapp,1
2026-07-02,100084,instagram,social,(not set),mobile,1,0,3,12.0,no_key_event,0
2026-07-02,100083,google,cpc,Remarketing_Site,mobile,1,0,1,3.0,no_key_event,0
2026-07-02,100082,facebook,cpc,FB_Promo_Avaliacao,desktop,1,1,1,71.0,no_key_event,0
2026-07-02,100080,google,maps,(not set),mobile,1,1,2,58.0,no_key_event,0
2026-07-02,100086,google,cpc,Remarketing_Site,mobile,1,0,4,41.0,no_key_event,0
2026-07-02,100079,google,cpc,Pesquisa_Implantes,mobile,1,0,1,49.0,no_key_event,0
2026-07-03,100175,(direct),(none),(not set),mobile,1,1,2,75.0,no_key_event,0
2026-07-03,100174,google,cpc,Pesquisa_Clareamento,mobile,1,0,1,7.0,no_key_event,0
2026-07-03,100173,(direct),(none),(not set),mobile,1,0,1,19.0,no_key_event,0
2026-07-03,100172,(direct),(none),(not set),desktop,1,1,2,54.0,no_key_event,0
2026-07-03,100171,google,cpc,Pesquisa_Clareamento,desktop,1,0,2,46.0,no_key_event,0
2026-07-03,100168,google,cpc,Pesquisa_Ortodontia,desktop,1,0,1,16.0,no_key_event,0
2026-07-03,100169,google,cpc,Remarketing_Site,tablet,1,1,1,57.0,no_key_event,0
2026-07-03,100167,google,maps,(not set),mobile,1,1,2,64.0,no_key_event,0
2026-07-03,100166,google,cpc,Pesquisa_Ortodontia,mobile,1,0,4,44.0,no_key_event,0
2026-07-03,100165,google,organic,(not set),mobile,1,1,4,88.0,click_whatsapp,1
2026-07-03,100176,google,cpc,Pesquisa_Ortodontia,mobile,1,0,3,10.0,no_key_event,0
2026-07-03,100170,(direct),(none),(not set),desktop,1,1,4,89.0,no_key_event,0
2026-07-03,100177,google,cpc,Pesquisa_Implantes,mobile,1,0,3,33.0,no_key_event,0
2026-07-03,100185,google,cpc,Pesquisa_Ortodontia,desktop,1,0,2,54.0,no_key_event,0
2026-07-03,100179,facebook,cpc,FB_Promo_Avaliacao,mobile,1,0,2,3.0,no_key_event,0
2026-07-03,100180,google,cpc,Pesquisa_Ortodontia,mobile,1,0,4,36.0,no_key_event,0
2026-07-03,100181,facebook,cpc,FB_Promo_Avaliacao,mobile,1,0,1,74.0,no_key_event,0
2026-07-03,100182,google,cpc,Pesquisa_Implantes,mobile,1,0,1,15.0,no_key_event,0
2026-07-03,100183,instagram,social,(not set),mobile,1,1,2,59.0,no_key_event,0
2026-07-03,100184,google,cpc,Remarketing_Site,desktop,1,1,2,27.0,no_key_event,0
2026-07-03,100186,google,organic,(not set),mobile,1,1,4,81.0,no_key_event,0
2026-07-03,100187,instagram,social,(not set),mobile,1,0,1,7.0,no_key_event,0
2026-07-03,100188,google,cpc,Remarketing_Site,tablet,1,0,1,11.0,no_key_event,0
2026-07-03,100189,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,108.0,click_whatsapp,1
2026-07-03,100190,instagram,social,(not set),mobile,1,0,3,26.0,no_key_event,0
2026-07-03,100164,google,organic,(not set),mobile,1,1,1,81.0,no_key_event,0
2026-07-03,100178,instagram,social,(not set),desktop,1,0,1,10.0,no_key_event,0
2026-07-03,100163,google,organic,(not set),mobile,1,1,1,56.0,no_key_event,0
2026-07-03,100159,google,organic,(not set),mobile,1,1,1,68.0,no_key_event,0
2026-07-03,100161,google,organic,(not set),tablet,1,1,1,94.0,no_key_event,0
2026-07-03,100134,google,cpc,Pesquisa_Ortodontia,mobile,1,1,1,60.0,no_key_event,0
2026-07-03,100135,google,cpc,Pesquisa_Implantes,mobile,1,0,1,18.0,no_key_event,0
2026-07-03,100136,google,cpc,Remarketing_Site,mobile,1,0,1,3.0,no_key_event,0
2026-07-03,100137,google,cpc,Pesquisa_Clareamento,mobile,1,0,2,37.0,no_key_event,0
2026-07-03,100138,google,maps,(not set),mobile,1,1,1,104.0,click_whatsapp,1
2026-07-03,100139,(direct),(none),(not set),mobile,1,1,3,89.0,no_key_event,0
2026-07-03,100140,(direct),(none),(not set),mobile,1,0,1,49.0,no_key_event,0
2026-07-03,100141,google,cpc,Pesquisa_Ortodontia,desktop,1,0,4,3.0,no_key_event,0
2026-07-03,100143,google,cpc,Pesquisa_Ortodontia,mobile,1,1,1,86.0,no_key_event,0
2026-07-03,100144,instagram,social,(not set),mobile,1,0,3,3.0,no_key_event,0
2026-07-03,100145,google,cpc,Remarketing_Site,mobile,1,1,1,69.0,no_key_event,0
2026-07-03,100146,(direct),(none),(not set),desktop,1,1,2,23.0,no_key_event,0
2026-07-03,100147,google,organic,(not set),mobile,1,0,1,3.0,no_key_event,0
2026-07-03,100142,(direct),(none),(not set),mobile,1,0,3,73.0,no_key_event,0
2026-07-03,100149,google,organic,(not set),mobile,1,0,2,46.0,no_key_event,0
2026-07-03,100160,google,organic,(not set),mobile,1,1,2,64.0,no_key_event,0
2026-07-03,100148,instagram,social,(not set),mobile,1,1,1,45.0,no_key_event,0
2026-07-03,100158,google,cpc,Pesquisa_Implantes,desktop,1,1,2,95.0,no_key_event,0
2026-07-03,100157,google,maps,(not set),desktop,1,0,2,14.0,no_key_event,0
2026-07-03,100156,google,cpc,Pesquisa_Implantes,mobile,1,0,1,31.0,no_key_event,0
2026-07-03,100155,google,cpc,Pesquisa_Ortodontia,mobile,1,1,2,81.0,no_key_event,0
2026-07-03,100162,(direct),(none),(not set),mobile,1,1,1,69.0,no_key_event,0
2026-07-03,100153,facebook,cpc,FB_Implantes_Video,tablet,1,0,4,3.0,no_key_event,0
2026-07-03,100152,google,cpc,Pesquisa_Implantes,desktop,1,0,1,12.0,click_whatsapp,1
2026-07-03,100151,google,cpc,Pesquisa_Implantes,mobile,1,0,2,77.0,no_key_event,0
2026-07-03,100150,google,cpc,Remarketing_Site,mobile,1,0,1,7.0,no_key_event,0
2026-07-03,100154,google,organic,(not set),desktop,1,0,2,40.0,no_key_event,0
2026-07-04,100203,google,organic,(not set),mobile,1,1,2,31.0,no_key_event,0
2026-07-04,100212,instagram,social,(not set),mobile,1,1,2,115.0,no_key_event,0
2026-07-04,100211,google,cpc,Pesquisa_Implantes,desktop,1,1,1,108.0,no_key_event,0
2026-07-04,100210,facebook,cpc,FB_Promo_Avaliacao,mobile,1,1,1,85.0,no_key_event,0
2026-07-04,100209,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,57.0,no_key_event,0
2026-07-04,100208,instagram,social,(not set),mobile,1,0,3,70.0,no_key_event,0
2026-07-04,100207,(direct),(none),(not set),mobile,1,1,2,30.0,no_key_event,0
2026-07-04,100206,instagram,social,(not set),mobile,1,1,1,84.0,no_key_event,0
2026-07-04,100205,google,cpc,Pesquisa_Ortodontia,mobile,1,0,1,3.0,no_key_event,0
2026-07-04,100204,google,organic,(not set),mobile,1,1,3,96.0,click_whatsapp,1
2026-07-04,100202,google,organic,(not set),desktop,1,1,2,119.0,no_key_event,0
2026-07-04,100213,(direct),(none),(not set),mobile,1,1,2,50.0,no_key_event,0
2026-07-04,100200,google,cpc,Pesquisa_Ortodontia,desktop,1,1,2,93.0,no_key_event,0
2026-07-04,100199,google,cpc,Pesquisa_Ortodontia,mobile,1,1,1,104.0,no_key_event,0
2026-07-04,100198,google,cpc,Remarketing_Site,mobile,1,1,1,70.0,no_key_event,0
2026-07-04,100197,instagram,social,(not set),mobile,1,1,2,48.0,no_key_event,0
2026-07-04,100196,facebook,cpc,FB_Promo_Avaliacao,mobile,1,1,4,81.0,no_key_event,0
2026-07-04,100195,instagram,social,(not set),mobile,1,0,4,26.0,no_key_event,0
2026-07-04,100194,google,organic,(not set),mobile,1,1,4,98.0,no_key_event,0
2026-07-04,100193,instagram,social,(not set),mobile,1,1,2,36.0,no_key_event,0
2026-07-04,100192,google,maps,(not set),mobile,1,1,2,63.0,no_key_event,0
2026-07-04,100191,facebook,cpc,FB_Promo_Avaliacao,desktop,1,1,2,82.0,no_key_event,0
2026-07-04,100201,google,maps,(not set),mobile,1,1,3,86.0,no_key_event,0
2026-07-05,100226,google,cpc,Pesquisa_Implantes,desktop,1,0,3,34.0,no_key_event,0
2026-07-05,100227,google,cpc,Pesquisa_Clareamento,mobile,1,0,1,28.0,no_key_event,0
2026-07-05,100228,google,cpc,Pesquisa_Implantes,desktop,1,1,1,42.0,click_whatsapp,1
2026-07-05,100229,google,cpc,Remarketing_Site,mobile,1,0,2,3.0,no_key_event,0
2026-07-05,100234,instagram,social,(not set),desktop,1,0,1,15.0,no_key_event,0
2026-07-05,100231,google,organic,(not set),tablet,1,0,3,60.0,no_key_event,0
2026-07-05,100232,google,cpc,Remarketing_Site,mobile,1,1,2,86.0,no_key_event,0
2026-07-05,100225,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,41.0,no_key_event,0
2026-07-05,100230,google,organic,(not set),mobile,1,1,2,70.0,no_key_event,0
2026-07-05,100224,google,organic,(not set),mobile,1,0,4,35.0,no_key_event,0
2026-07-05,100233,instagram,social,(not set),tablet,1,1,1,84.0,click_whatsapp,1
2026-07-05,100222,google,cpc,Pesquisa_Implantes,mobile,1,0,1,41.0,no_key_event,0
2026-07-05,100221,google,cpc,Remarketing_Site,mobile,1,0,4,30.0,no_key_event,0
2026-07-05,100220,google,cpc,Pesquisa_Ortodontia,tablet,1,1,2,48.0,no_key_event,0
2026-07-05,100219,google,cpc,Pesquisa_Implantes,mobile,1,0,2,3.0,no_key_event,0
2026-07-05,100218,google,cpc,Pesquisa_Implantes,mobile,1,1,1,71.0,no_key_event,0
2026-07-05,100217,google,organic,(not set),mobile,1,0,1,15.0,no_key_event,0
2026-07-05,100216,instagram,social,(not set),mobile,1,0,2,47.0,no_key_event,0
2026-07-05,100215,google,organic,(not set),desktop,1,1,1,41.0,no_key_event,0
2026-07-05,100214,(direct),(none),(not set),mobile,1,1,1,65.0,no_key_event,0
2026-07-05,100223,google,maps,(not set),mobile,1,1,2,82.0,no_key_event,0
2026-07-06,100278,facebook,cpc,FB_Promo_Avaliacao,mobile,1,1,1,14.0,no_key_event,0
2026-07-06,100277,google,maps,(not set),tablet,1,1,4,101.0,no_key_event,0
2026-07-06,100276,google,cpc,Pesquisa_Implantes,mobile,1,1,2,74.0,no_key_event,0
2026-07-06,100275,google,organic,(not set),mobile,1,1,2,60.0,no_key_event,0
2026-07-06,100274,instagram,social,(not set),desktop,1,0,2,4.0,no_key_event,0
2026-07-06,100269,google,cpc,Pesquisa_Implantes,desktop,1,1,3,45.0,no_key_event,0
2026-07-06,100272,google,maps,(not set),mobile,1,1,1,95.0,no_key_event,0
2026-07-06,100271,google,cpc,Remarketing_Site,mobile,1,0,2,12.0,no_key_event,0
2026-07-06,100270,google,organic,(not set),mobile,1,1,3,69.0,no_key_event,0
2026-07-06,100279,google,cpc,Pesquisa_Implantes,desktop,1,0,4,3.0,click_whatsapp,1
2026-07-06,100268,facebook,cpc,FB_Promo_Avaliacao,mobile,1,1,4,24.0,no_key_event,0
2026-07-06,100267,google,organic,(not set),mobile,1,1,3,40.0,no_key_event,0
2026-07-06,100273,facebook,cpc,FB_Implantes_Video,mobile,1,1,3,123.0,no_key_event,0
2026-07-06,100280,google,cpc,Pesquisa_Ortodontia,tablet,1,0,1,3.0,no_key_event,0
2026-07-06,100285,(direct),(none),(not set),mobile,1,1,3,92.0,no_key_event,0
2026-07-06,100282,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,79.0,no_key_event,0
2026-07-06,100283,google,organic,(not set),mobile,1,1,4,75.0,click_whatsapp,1
2026-07-06,100284,instagram,social,(not set),mobile,1,0,3,15.0,no_key_event,0
2026-07-06,100286,instagram,social,(not set),mobile,1,0,2,38.0,no_key_event,0
2026-07-06,100287,google,cpc,Pesquisa_Implantes,mobile,1,1,2,40.0,no_key_event,0
2026-07-06,100288,google,cpc,Pesquisa_Implantes,mobile,1,1,2,69.0,no_key_event,0
2026-07-06,100294,google,organic,(not set),mobile,1,1,1,100.0,no_key_event,0
2026-07-06,100289,google,organic,(not set),mobile,1,1,3,66.0,no_key_event,0
2026-07-06,100290,google,cpc,Pesquisa_Implantes,mobile,1,1,3,39.0,no_key_event,0
2026-07-06,100291,(direct),(none),(not set),mobile,1,0,1,58.0,no_key_event,0
2026-07-06,100292,google,cpc,Remarketing_Site,mobile,1,0,1,43.0,no_key_event,0
2026-07-06,100293,facebook,cpc,FB_Promo_Avaliacao,mobile,1,0,3,17.0,no_key_event,0
2026-07-06,100266,google,cpc,Remarketing_Site,mobile,1,0,1,53.0,no_key_event,0
2026-07-06,100281,google,cpc,Pesquisa_Clareamento,tablet,1,0,2,3.0,no_key_event,0
2026-07-06,100265,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,108.0,no_key_event,0
2026-07-06,100240,instagram,social,(not set),mobile,1,0,1,30.0,no_key_event,0
2026-07-06,100263,google,cpc,Pesquisa_Ortodontia,mobile,1,1,1,52.0,no_key_event,0
2026-07-06,100235,google,cpc,Remarketing_Site,mobile,1,0,2,81.0,no_key_event,0
2026-07-06,100264,google,maps,(not set),mobile,1,0,2,18.0,no_key_event,0
2026-07-06,100237,google,cpc,Pesquisa_Clareamento,mobile,1,1,3,55.0,no_key_event,0
2026-07-06,100238,(direct),(none),(not set),mobile,1,0,1,33.0,no_key_event,0
2026-07-06,100239,google,organic,(not set),mobile,1,1,1,103.0,no_key_event,0
2026-07-06,100241,google,organic,(not set),mobile,1,0,1,45.0,no_key_event,0
2026-07-06,100242,facebook,cpc,FB_Implantes_Video,mobile,1,1,2,84.0,no_key_event,0
2026-07-06,100243,(direct),(none),(not set),mobile,1,1,1,94.0,no_key_event,0
2026-07-06,100244,google,cpc,Pesquisa_Implantes,mobile,1,1,1,125.0,no_key_event,0
2026-07-06,100245,google,organic,(not set),mobile,1,1,1,79.0,no_key_event,0
2026-07-06,100246,google,cpc,Pesquisa_Implantes,desktop,1,1,1,100.0,no_key_event,0
2026-07-06,100247,google,cpc,Pesquisa_Ortodontia,mobile,1,0,1,32.0,no_key_event,0
2026-07-06,100248,google,cpc,Remarketing_Site,mobile,1,0,3,44.0,no_key_event,0
2026-07-06,100236,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,94.0,no_key_event,0
2026-07-06,100250,google,cpc,Pesquisa_Clareamento,mobile,1,1,4,72.0,no_key_event,0
2026-07-06,100249,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,69.0,no_key_event,0
2026-07-06,100261,google,cpc,Remarketing_Site,mobile,1,1,2,76.0,no_key_event,0
2026-07-06,100260,instagram,social,(not set),desktop,1,0,1,40.0,no_key_event,0
2026-07-06,100259,instagram,social,(not set),mobile,1,0,4,19.0,no_key_event,0
2026-07-06,100258,google,cpc,Pesquisa_Clareamento,mobile,1,1,1,76.0,no_key_event,0
2026-07-06,100257,google,cpc,Pesquisa_Clareamento,desktop,1,0,2,64.0,no_key_event,0
2026-07-06,100262,(direct),(none),(not set),desktop,1,0,1,3.0,click_whatsapp,1
2026-07-06,100255,google,cpc,Pesquisa_Implantes,mobile,1,1,2,123.0,no_key_event,0
2026-07-06,100254,facebook,cpc,FB_Promo_Avaliacao,mobile,1,1,1,66.0,no_key_event,0
2026-07-06,100253,(direct),(none),(not set),mobile,1,1,2,73.0,no_key_event,0
2026-07-06,100252,google,cpc,Pesquisa_Clareamento,tablet,1,0,4,7.0,no_key_event,0
2026-07-06,100256,google,organic,(not set),desktop,1,0,2,3.0,no_key_event,0
2026-07-06,100251,google,cpc,Pesquisa_Clareamento,mobile,1,0,1,3.0,click_whatsapp,1
2026-07-07,100330,google,maps,(not set),desktop,1,1,2,73.0,click_whatsapp,1
2026-07-07,100329,google,cpc,Remarketing_Site,desktop,1,1,4,61.0,no_key_event,0
2026-07-07,100328,google,cpc,Pesquisa_Ortodontia,mobile,1,0,2,24.0,no_key_event,0
2026-07-07,100327,instagram,social,(not set),mobile,1,0,4,18.0,no_key_event,0
2026-07-07,100325,google,cpc,Remarketing_Site,mobile,1,1,1,72.0,no_key_event,0
2026-07-07,100324,google,cpc,Pesquisa_Ortodontia,desktop,1,1,3,59.0,no_key_event,0
